,Tag,Name,Keyword,VR,VM,Unnamed: 5
3535,"(0400,0565)",Reason for the Attribute Modification,ReasonForTheAttributeModification,CS,1,
3536,"(0400,0600)",Instance Origin Status,InstanceOriginStatus,CS,1,
3537,"(1000,xxx0)",Escape Triplet,EscapeTriplet,US,3,RET (2007)
3538,"(1000,xxx1)",Run Length Triplet,RunLengthTriplet,US,3,RET (2007)
3539,"(1000,xxx2)",Huffman Table Size,HuffmanTableSize,US,1,RET (2007)
3540,"(1000,xxx3)",Huffman Table Triplet,HuffmanTableTriplet,US,3,RET (2007)
3541,"(1000,xxx4)",Shift Table Size,ShiftTableSize,US,1,RET (2007)
3542,"(1000,xxx5)",Shift Table Triplet,ShiftTableTriplet,US,3,RET (2007)
3543,"(1010,xxxx)",Zonal Map,ZonalMap,US,1-n,RET (2007)
3544,"(2000,0010)",Number of Copies,NumberOfCopies,IS,1,
3545,"(2000,001E)",Printer Configuration Sequence,PrinterConfigurationSequence,SQ,1,
3546,"(2000,0020)",Print Priority,PrintPriority,CS,1,
3547,"(2000,0030)",Medium Type,MediumType,CS,1,
3548,"(2000,0040)",Film Destination,FilmDestination,CS,1,
3549,"(2000,0050)",Film Session Label,FilmSessionLabel,LO,1,
3550,"(2000,0060)",Memory Allocation,MemoryAllocation,IS,1,
3551,"(2000,0061)",Maximum Memory Allocation,MaximumMemoryAllocation,IS,1,
3552,"(2000,0062)",Color Image Printing Flag,ColorImagePrintingFlag,CS,1,RET (2004)
3553,"(2000,0063)",Collation Flag,CollationFlag,CS,1,RET (2004)
3554,"(2000,0065)",Annotation Flag,AnnotationFlag,CS,1,RET (2004)
3555,"(2000,0067)",Image Overlay Flag,ImageOverlayFlag,CS,1,RET (2004)
3556,"(2000,0069)",Presentation LUT Flag,PresentationLUTFlag,CS,1,RET (2004)
3557,"(2000,006A)",Image Box Presentation LUT Flag,ImageBoxPresentationLUTFlag,CS,1,RET (2004)
3558,"(2000,00A0)",Memory Bit Depth,MemoryBitDepth,US,1,
3559,"(2000,00A1)",Printing Bit Depth,PrintingBitDepth,US,1,
3560,"(2000,00A2)",Media Installed Sequence,MediaInstalledSequence,SQ,1,
3561,"(2000,00A4)",Other Media Available Sequence,OtherMediaAvailableSequence,SQ,1,
3562,"(2000,00A8)",Supported Image Display Formats Sequence,SupportedImageDisplayFormatsSequence,SQ,1,
3563,"(2000,0500)",Referenced Film Box Sequence,ReferencedFilmBoxSequence,SQ,1,
3564,"(2000,0510)",Referenced Stored Print Sequence,ReferencedStoredPrintSequence,SQ,1,RET (2007)
3565,"(2010,0010)",Image Display Format,ImageDisplayFormat,ST,1,
3566,"(2010,0030)",Annotation Display Format ID,AnnotationDisplayFormatID,CS,1,
3567,"(2010,0040)",Film Orientation,FilmOrientation,CS,1,
3568,"(2010,0050)",Film Size ID,FilmSizeID,CS,1,
3569,"(2010,0052)",Printer Resolution ID,PrinterResolutionID,CS,1,
3570,"(2010,0054)",Default Printer Resolution ID,DefaultPrinterResolutionID,CS,1,
3571,"(2010,0060)",Magnification Type,MagnificationType,CS,1,
3572,"(2010,0080)",Smoothing Type,SmoothingType,CS,1,
3573,"(2010,00A6)",Default Magnification Type,DefaultMagnificationType,CS,1,
3574,"(2010,00A7)",Other Magnification Types Available,OtherMagnificationTypesAvailable,CS,1-n,
3575,"(2010,00A8)",Default Smoothing Type,DefaultSmoothingType,CS,1,
3576,"(2010,00A9)",Other Smoothing Types Available,OtherSmoothingTypesAvailable,CS,1-n,
3577,"(2010,0100)",Border Density,BorderDensity,CS,1,
3578,"(2010,0110)",Empty Image Density,EmptyImageDensity,CS,1,
3579,"(2010,0120)",Min Density,MinDensity,US,1,
3580,"(2010,0130)",Max Density,MaxDensity,US,1,
3581,"(2010,0140)",Trim,Trim,CS,1,
3582,"(2010,0150)",Configuration Information,ConfigurationInformation,ST,1,
3583,"(2010,0152)",Configuration Information Description,ConfigurationInformationDescription,LT,1,
3584,"(2010,0154)",Maximum Collated Films,MaximumCollatedFilms,IS,1,
3585,"(2010,015E)",Illumination,Illumination,US,1,
3586,"(2010,0160)",Reflected Ambient Light,ReflectedAmbientLight,US,1,
3587,"(2010,0376)",Printer Pixel Spacing,PrinterPixelSpacing,DS,2,
3588,"(2010,0500)",Referenced Film Session Sequence,ReferencedFilmSessionSequence,SQ,1,
3589,"(2010,0510)",Referenced Image Box Sequence,ReferencedImageBoxSequence,SQ,1,
3590,"(2010,0520)",Referenced Basic Annotation Box Sequence,ReferencedBasicAnnotationBoxSequence,SQ,1,
3591,"(2020,0010)",Image Box Position,ImageBoxPosition,US,1,
3592,"(2020,0020)",Polarity,Polarity,CS,1,
3593,"(2020,0030)",Requested Image Size,RequestedImageSize,DS,1,
3594,"(2020,0040)",Requested Decimate/Crop Behavior,RequestedDecimateCropBehavior,CS,1,
3595,"(2020,0050)",Requested Resolution ID,RequestedResolutionID,CS,1,
3596,"(2020,00A0)",Requested Image Size Flag,RequestedImageSizeFlag,CS,1,
3597,"(2020,00A2)",Decimate/Crop Result,DecimateCropResult,CS,1,
3598,"(2020,0110)",Basic Grayscale Image Sequence,BasicGrayscaleImageSequence,SQ,1,
3599,"(2020,0111)",Basic Color Image Sequence,BasicColorImageSequence,SQ,1,
3600,"(2020,0130)",Referenced Image Overlay Box Sequence,ReferencedImageOverlayBoxSequence,SQ,1,RET (1998)
3601,"(2020,0140)",Referenced VOI LUT Box Sequence,ReferencedVOILUTBoxSequence,SQ,1,RET (1998)
3602,"(2030,0010)",Annotation Position,AnnotationPosition,US,1,
3603,"(2030,0020)",Text String,TextString,LO,1,
3604,"(2040,0010)",Referenced Overlay Plane Sequence,ReferencedOverlayPlaneSequence,SQ,1,RET (2004)
3605,"(2040,0011)",Referenced Overlay Plane Groups,ReferencedOverlayPlaneGroups,US,1-99,RET (2004)
3606,"(2040,0020)",Overlay Pixel Data Sequence,OverlayPixelDataSequence,SQ,1,RET (2004)
3607,"(2040,0060)",Overlay Magnification Type,OverlayMagnificationType,CS,1,RET (2004)
3608,"(2040,0070)",Overlay Smoothing Type,OverlaySmoothingType,CS,1,RET (2004)
3609,"(2040,0072)",Overlay or Image Magnification,OverlayOrImageMagnification,CS,1,RET (2004)
3610,"(2040,0074)",Magnify to Number of Columns,MagnifyToNumberOfColumns,US,1,RET (2004)
3611,"(2040,0080)",Overlay Foreground Density,OverlayForegroundDensity,CS,1,RET (2004)
3612,"(2040,0082)",Overlay Background Density,OverlayBackgroundDensity,CS,1,RET (2004)
3613,"(2040,0090)",Overlay Mode,OverlayMode,CS,1,RET (1998)
3614,"(2040,0100)",Threshold Density,ThresholdDensity,CS,1,RET (1998)
3615,"(2040,0500)",Referenced Image Box Sequence (Retired),ReferencedImageBoxSequenceRetired,SQ,1,RET (1993)
3616,"(2050,0010)",Presentation LUT Sequence,PresentationLUTSequence,SQ,1,
3617,"(2050,0020)",Presentation LUT Shape,PresentationLUTShape,CS,1,
3618,"(2050,0500)",Referenced Presentation LUT Sequence,ReferencedPresentationLUTSequence,SQ,1,
3619,"(2100,0010)",Print Job ID,PrintJobID,SH,1,RET (2007)
3620,"(2100,0020)",Execution Status,ExecutionStatus,CS,1,
3621,"(2100,0030)",Execution Status Info,ExecutionStatusInfo,CS,1,
3622,"(2100,0040)",Creation Date,CreationDate,DA,1,
3623,"(2100,0050)",Creation Time,CreationTime,TM,1,
3624,"(2100,0070)",Originator,Originator,AE,1,
3625,"(2100,0140)",Destination AE,DestinationAE,AE,1,
3626,"(2100,0160)",Owner ID,OwnerID,SH,1,
3627,"(2100,0170)",Number of Films,NumberOfFilms,IS,1,
3628,"(2100,0500)",Referenced Print Job Sequence (Pull Stored Print),ReferencedPrintJobSequencePullStoredPrint,SQ,1,RET (2004)
3629,"(2110,0010)",Printer Status,PrinterStatus,CS,1,
3630,"(2110,0020)",Printer Status Info,PrinterStatusInfo,CS,1,
3631,"(2110,0030)",Printer Name,PrinterName,LO,1,
3632,"(2110,0099)",Print Queue ID,PrintQueueID,SH,1,RET (2004)
3633,"(2120,0010)",Queue Status,QueueStatus,CS,1,RET (2004)
3634,"(2120,0050)",Print Job Description Sequence,PrintJobDescriptionSequence,SQ,1,RET (2004)
3635,"(2120,0070)",Referenced Print Job Sequence,ReferencedPrintJobSequence,SQ,1,RET (2004)
3636,"(2130,0010)",Print Management Capabilities Sequence,PrintManagementCapabilitiesSequence,SQ,1,RET (2004)
3637,"(2130,0015)",Printer Characteristics Sequence,PrinterCharacteristicsSequence,SQ,1,RET (2004)
3638,"(2130,0030)",Film Box Content Sequence,FilmBoxContentSequence,SQ,1,RET (2004)
3639,"(2130,0040)",Image Box Content Sequence,ImageBoxContentSequence,SQ,1,RET (2004)
3640,"(2130,0050)",Annotation Content Sequence,AnnotationContentSequence,SQ,1,RET (2004)
3641,"(2130,0060)",Image Overlay Box Content Sequence,ImageOverlayBoxContentSequence,SQ,1,RET (2004)
3642,"(2130,0080)",Presentation LUT Content Sequence,PresentationLUTContentSequence,SQ,1,RET (2004)
3643,"(2130,00A0)",Proposed Study Sequence,ProposedStudySequence,SQ,1,RET (2004)
3644,"(2130,00C0)",Original Image Sequence,OriginalImageSequence,SQ,1,RET (2004)
3645,"(2200,0001)",Label Using Information Extracted From Instances,LabelUsingInformationExtractedFromInstances,CS,1,
3646,"(2200,0002)",Label Text,LabelText,UT,1,
3647,"(2200,0003)",Label Style Selection,LabelStyleSelection,CS,1,
3648,"(2200,0004)",Media Disposition,MediaDisposition,LT,1,
3649,"(2200,0005)",Barcode Value,BarcodeValue,LT,1,
3650,"(2200,0006)",Barcode Symbology,BarcodeSymbology,CS,1,
3651,"(2200,0007)",Allow Media Splitting,AllowMediaSplitting,CS,1,
3652,"(2200,0008)",Include Non-DICOM Objects,IncludeNonDICOMObjects,CS,1,
3653,"(2200,0009)",Include Display Application,IncludeDisplayApplication,CS,1,
3654,"(2200,000A)",Preserve Composite Instances After Media Creation,PreserveCompositeInstancesAfterMediaCreation,CS,1,
3655,"(2200,000B)",Total Number of Pieces of Media Created,TotalNumberOfPiecesOfMediaCreated,US,1,
3656,"(2200,000C)",Requested Media Application Profile,RequestedMediaApplicationProfile,LO,1,
3657,"(2200,000D)",Referenced Storage Media Sequence,ReferencedStorageMediaSequence,SQ,1,
3658,"(2200,000E)",Failure Attributes,FailureAttributes,AT,1-n,
3659,"(2200,000F)",Allow Lossy Compression,AllowLossyCompression,CS,1,
3660,"(2200,0020)",Request Priority,RequestPriority,CS,1,
3661,"(3002,0002)",RT Image Label,RTImageLabel,SH,1,
3662,"(3002,0003)",RT Image Name,RTImageName,LO,1,
3663,"(3002,0004)",RT Image Description,RTImageDescription,ST,1,
3664,"(3002,000A)",Reported Values Origin,ReportedValuesOrigin,CS,1,
3665,"(3002,000C)",RT Image Plane,RTImagePlane,CS,1,
3666,"(3002,000D)",X-Ray Image Receptor Translation,XRayImageReceptorTranslation,DS,3,
3667,"(3002,000E)",X-Ray Image Receptor Angle,XRayImageReceptorAngle,DS,1,
3668,"(3002,0010)",RT Image Orientation,RTImageOrientation,DS,6,
3669,"(3002,0011)",Image Plane Pixel Spacing,ImagePlanePixelSpacing,DS,2,
3670,"(3002,0012)",RT Image Position,RTImagePosition,DS,2,
3671,"(3002,0020)",Radiation Machine Name,RadiationMachineName,SH,1,
3672,"(3002,0022)",Radiation Machine SAD,RadiationMachineSAD,DS,1,
3673,"(3002,0024)",Radiation Machine SSD,RadiationMachineSSD,DS,1,
3674,"(3002,0026)",RT Image SID,RTImageSID,DS,1,
3675,"(3002,0028)",Source to Reference Object Distance,SourceToReferenceObjectDistance,DS,1,
3676,"(3002,0029)",Fraction Number,FractionNumber,IS,1,
3677,"(3002,0030)",Exposure Sequence,ExposureSequence,SQ,1,
3678,"(3002,0032)",Meterset Exposure,MetersetExposure,DS,1,
3679,"(3002,0034)",Diaphragm Position,DiaphragmPosition,DS,4,
3680,"(3002,0040)",Fluence Map Sequence,FluenceMapSequence,SQ,1,
3681,"(3002,0041)",Fluence Data Source,FluenceDataSource,CS,1,
3682,"(3002,0042)",Fluence Data Scale,FluenceDataScale,DS,1,
3683,"(3002,0050)",Primary Fluence Mode Sequence,PrimaryFluenceModeSequence,SQ,1,
3684,"(3002,0051)",Fluence Mode,FluenceMode,CS,1,
3685,"(3002,0052)",Fluence Mode ID,FluenceModeID,SH,1,
3686,"(3004,0001)",DVH Type,DVHType,CS,1,
3687,"(3004,0002)",Dose Units,DoseUnits,CS,1,
3688,"(3004,0004)",Dose Type,DoseType,CS,1,
3689,"(3004,0005)",Spatial Transform of Dose,SpatialTransformOfDose,CS,1,
3690,"(3004,0006)",Dose Comment,DoseComment,LO,1,
3691,"(3004,0008)",Normalization Point,NormalizationPoint,DS,3,
3692,"(3004,000A)",Dose Summation Type,DoseSummationType,CS,1,
3693,"(3004,000C)",Grid Frame Offset Vector,GridFrameOffsetVector,DS,2-n,
3694,"(3004,000E)",Dose Grid Scaling,DoseGridScaling,DS,1,
3695,"(3004,0010)",RT Dose ROI Sequence,RTDoseROISequence,SQ,1,
3696,"(3004,0012)",Dose Value,DoseValue,DS,1,
3697,"(3004,0014)",Tissue Heterogeneity Correction,TissueHeterogeneityCorrection,CS,1-3,
3698,"(3004,0040)",DVH Normalization Point,DVHNormalizationPoint,DS,3,
3699,"(3004,0042)",DVH Normalization Dose Value,DVHNormalizationDoseValue,DS,1,
3700,"(3004,0050)",DVH Sequence,DVHSequence,SQ,1,
3701,"(3004,0052)",DVH Dose Scaling,DVHDoseScaling,DS,1,
3702,"(3004,0054)",DVH Volume Units,DVHVolumeUnits,CS,1,
3703,"(3004,0056)",DVH Number of Bins,DVHNumberOfBins,IS,1,
3704,"(3004,0058)",DVH Data,DVHData,DS,2-2n,
3705,"(3004,0060)",DVH Referenced ROI Sequence,DVHReferencedROISequence,SQ,1,
3706,"(3004,0062)",DVH ROI Contribution Type,DVHROIContributionType,CS,1,
3707,"(3004,0070)",DVH Minimum Dose,DVHMinimumDose,DS,1,
3708,"(3004,0072)",DVH Maximum Dose,DVHMaximumDose,DS,1,
3709,"(3004,0074)",DVH Mean Dose,DVHMeanDose,DS,1,
3710,"(3006,0002)",Structure Set Label,StructureSetLabel,SH,1,
3711,"(3006,0004)",Structure Set Name,StructureSetName,LO,1,
3712,"(3006,0006)",Structure Set Description,StructureSetDescription,ST,1,
3713,"(3006,0008)",Structure Set Date,StructureSetDate,DA,1,
3714,"(3006,0009)",Structure Set Time,StructureSetTime,TM,1,
3715,"(3006,0010)",Referenced Frame of Reference Sequence,ReferencedFrameOfReferenceSequence,SQ,1,
3716,"(3006,0012)",RT Referenced Study Sequence,RTReferencedStudySequence,SQ,1,
3717,"(3006,0014)",RT Referenced Series Sequence,RTReferencedSeriesSequence,SQ,1,
3718,"(3006,0016)",Contour Image Sequence,ContourImageSequence,SQ,1,
3719,"(3006,0018)",Predecessor Structure Set Sequence,PredecessorStructureSetSequence,SQ,1,
3720,"(3006,0020)",Structure Set ROI Sequence,StructureSetROISequence,SQ,1,
3721,"(3006,0022)",ROI Number,ROINumber,IS,1,
3722,"(3006,0024)",Referenced Frame of Reference UID,ReferencedFrameOfReferenceUID,UI,1,
3723,"(3006,0026)",ROI Name,ROIName,LO,1,
3724,"(3006,0028)",ROI Description,ROIDescription,ST,1,
3725,"(3006,002A)",ROI Display Color,ROIDisplayColor,IS,3,
3726,"(3006,002C)",ROI Volume,ROIVolume,DS,1,
3727,"(3006,0030)",RT Related ROI Sequence,RTRelatedROISequence,SQ,1,
3728,"(3006,0033)",RT ROI Relationship,RTROIRelationship,CS,1,
3729,"(3006,0036)",ROI Generation Algorithm,ROIGenerationAlgorithm,CS,1,
3730,"(3006,0037)",ROI Derivation Algorithm Identification Sequence,ROIDerivationAlgorithmIdentificationSequence,SQ,1,
3731,"(3006,0038)",ROI Generation Description,ROIGenerationDescription,LO,1,
3732,"(3006,0039)",ROI Contour Sequence,ROIContourSequence,SQ,1,
3733,"(3006,0040)",Contour Sequence,ContourSequence,SQ,1,
3734,"(3006,0042)",Contour Geometric Type,ContourGeometricType,CS,1,
3735,"(3006,0044)",Contour Slab Thickness,ContourSlabThickness,DS,1,RET (2020e)
3736,"(3006,0045)",Contour Offset Vector,ContourOffsetVector,DS,3,RET (2020e)
3737,"(3006,0046)",Number of Contour Points,NumberOfContourPoints,IS,1,
3738,"(3006,0048)",Contour Number,ContourNumber,IS,1,
3739,"(3006,0049)",Attached Contours,AttachedContours,IS,1-n,RET (2020e)
3740,"(3006,004A)",Source Pixel Planes Characteristics Sequence,SourcePixelPlanesCharacteristicsSequence,SQ,1,
3741,"(3006,0050)",Contour Data,ContourData,DS,3-3n,
3742,"(3006,0080)",RT ROI Observations Sequence,RTROIObservationsSequence,SQ,1,
3743,"(3006,0082)",Observation Number,ObservationNumber,IS,1,
3744,"(3006,0084)",Referenced ROI Number,ReferencedROINumber,IS,1,
3745,"(3006,0085)",ROI Observation Label,ROIObservationLabel,SH,1,
3746,"(3006,0086)",RT ROI Identification Code Sequence,RTROIIdentificationCodeSequence,SQ,1,
3747,"(3006,0088)",ROI Observation Description,ROIObservationDescription,ST,1,
3748,"(3006,00A0)",Related RT ROI Observations Sequence,RelatedRTROIObservationsSequence,SQ,1,
3749,"(3006,00A4)",RT ROI Interpreted Type,RTROIInterpretedType,CS,1,
3750,"(3006,00A6)",ROI Interpreter,ROIInterpreter,PN,1,
3751,"(3006,00B0)",ROI Physical Properties Sequence,ROIPhysicalPropertiesSequence,SQ,1,
3752,"(3006,00B2)",ROI Physical Property,ROIPhysicalProperty,CS,1,
3753,"(3006,00B4)",ROI Physical Property Value,ROIPhysicalPropertyValue,DS,1,
3754,"(3006,00B6)",ROI Elemental Composition Sequence,ROIElementalCompositionSequence,SQ,1,
3755,"(3006,00B7)",ROI Elemental Composition Atomic Number,ROIElementalCompositionAtomicNumber,US,1,
3756,"(3006,00B8)",ROI Elemental Composition Atomic Mass Fraction,ROIElementalCompositionAtomicMassFraction,FL,1,
3757,"(3006,00B9)",Additional RT ROI Identification Code Sequence,AdditionalRTROIIdentificationCodeSequence,SQ,1,RET (2016c)
3758,"(3006,00C0)",Frame of Reference Relationship Sequence,FrameOfReferenceRelationshipSequence,SQ,1,RET (2011)
3759,"(3006,00C2)",Related Frame of Reference UID,RelatedFrameOfReferenceUID,UI,1,RET (2011)
3760,"(3006,00C4)",Frame of Reference Transformation Type,FrameOfReferenceTransformationType,CS,1,RET (2011)
3761,"(3006,00C6)",Frame of Reference Transformation Matrix,FrameOfReferenceTransformationMatrix,DS,16,
3762,"(3006,00C8)",Frame of Reference Transformation Comment,FrameOfReferenceTransformationComment,LO,1,
3763,"(3006,00C9)",Patient Location Coordinates Sequence,PatientLocationCoordinatesSequence,SQ,1,
3764,"(3006,00CA)",Patient Location Coordinates Code Sequence,PatientLocationCoordinatesCodeSequence,SQ,1,
3765,"(3006,00CB)",Patient Support Position Sequence,PatientSupportPositionSequence,SQ,1,
3766,"(3008,0010)",Measured Dose Reference Sequence,MeasuredDoseReferenceSequence,SQ,1,
3767,"(3008,0012)",Measured Dose Description,MeasuredDoseDescription,ST,1,
3768,"(3008,0014)",Measured Dose Type,MeasuredDoseType,CS,1,
3769,"(3008,0016)",Measured Dose Value,MeasuredDoseValue,DS,1,
3770,"(3008,0020)",Treatment Session Beam Sequence,TreatmentSessionBeamSequence,SQ,1,
3771,"(3008,0021)",Treatment Session Ion Beam Sequence,TreatmentSessionIonBeamSequence,SQ,1,
3772,"(3008,0022)",Current Fraction Number,CurrentFractionNumber,IS,1,
3773,"(3008,0024)",Treatment Control Point Date,TreatmentControlPointDate,DA,1,
3774,"(3008,0025)",Treatment Control Point Time,TreatmentControlPointTime,TM,1,
3775,"(3008,002A)",Treatment Termination Status,TreatmentTerminationStatus,CS,1,
3776,"(3008,002B)",Treatment Termination Code,TreatmentTerminationCode,SH,1,
3777,"(3008,002C)",Treatment Verification Status,TreatmentVerificationStatus,CS,1,
3778,"(3008,0030)",Referenced Treatment Record Sequence,ReferencedTreatmentRecordSequence,SQ,1,
3779,"(3008,0032)",Specified Primary Meterset,SpecifiedPrimaryMeterset,DS,1,
3780,"(3008,0033)",Specified Secondary Meterset,SpecifiedSecondaryMeterset,DS,1,
3781,"(3008,0036)",Delivered Primary Meterset,DeliveredPrimaryMeterset,DS,1,
3782,"(3008,0037)",Delivered Secondary Meterset,DeliveredSecondaryMeterset,DS,1,
3783,"(3008,003A)",Specified Treatment Time,SpecifiedTreatmentTime,DS,1,
3784,"(3008,003B)",Delivered Treatment Time,DeliveredTreatmentTime,DS,1,
3785,"(3008,0040)",Control Point Delivery Sequence,ControlPointDeliverySequence,SQ,1,
3786,"(3008,0041)",Ion Control Point Delivery Sequence,IonControlPointDeliverySequence,SQ,1,
3787,"(3008,0042)",Specified Meterset,SpecifiedMeterset,DS,1,
3788,"(3008,0044)",Delivered Meterset,DeliveredMeterset,DS,1,
3789,"(3008,0045)",Meterset Rate Set,MetersetRateSet,FL,1,
3790,"(3008,0046)",Meterset Rate Delivered,MetersetRateDelivered,FL,1,
3791,"(3008,0047)",Scan Spot Metersets Delivered,ScanSpotMetersetsDelivered,FL,1-n,
3792,"(3008,0048)",Dose Rate Delivered,DoseRateDelivered,DS,1,
3793,"(3008,0050)",Treatment Summary Calculated Dose Reference Sequence,TreatmentSummaryCalculatedDoseReferenceSequence,SQ,1,
3794,"(3008,0052)",Cumulative Dose to Dose Reference,CumulativeDoseToDoseReference,DS,1,
3795,"(3008,0054)",First Treatment Date,FirstTreatmentDate,DA,1,
3796,"(3008,0056)",Most Recent Treatment Date,MostRecentTreatmentDate,DA,1,
3797,"(3008,005A)",Number of Fractions Delivered,NumberOfFractionsDelivered,IS,1,
3798,"(3008,0060)",Override Sequence,OverrideSequence,SQ,1,
3799,"(3008,0061)",Parameter Sequence Pointer,ParameterSequencePointer,AT,1,
3800,"(3008,0062)",Override Parameter Pointer,OverrideParameterPointer,AT,1,
3801,"(3008,0063)",Parameter Item Index,ParameterItemIndex,IS,1,
3802,"(3008,0064)",Measured Dose Reference Number,MeasuredDoseReferenceNumber,IS,1,
3803,"(3008,0065)",Parameter Pointer,ParameterPointer,AT,1,
3804,"(3008,0066)",Override Reason,OverrideReason,ST,1,
3805,"(3008,0067)",Parameter Value Number,ParameterValueNumber,US,1,
3806,"(3008,0068)",Corrected Parameter Sequence,CorrectedParameterSequence,SQ,1,
3807,"(3008,006A)",Correction Value,CorrectionValue,FL,1,
3808,"(3008,0070)",Calculated Dose Reference Sequence,CalculatedDoseReferenceSequence,SQ,1,
3809,"(3008,0072)",Calculated Dose Reference Number,CalculatedDoseReferenceNumber,IS,1,
3810,"(3008,0074)",Calculated Dose Reference Description,CalculatedDoseReferenceDescription,ST,1,
3811,"(3008,0076)",Calculated Dose Reference Dose Value,CalculatedDoseReferenceDoseValue,DS,1,
3812,"(3008,0078)",Start Meterset,StartMeterset,DS,1,
3813,"(3008,007A)",End Meterset,EndMeterset,DS,1,
3814,"(3008,0080)",Referenced Measured Dose Reference Sequence,ReferencedMeasuredDoseReferenceSequence,SQ,1,
3815,"(3008,0082)",Referenced Measured Dose Reference Number,ReferencedMeasuredDoseReferenceNumber,IS,1,
3816,"(3008,0090)",Referenced Calculated Dose Reference Sequence,ReferencedCalculatedDoseReferenceSequence,SQ,1,
3817,"(3008,0092)",Referenced Calculated Dose Reference Number,ReferencedCalculatedDoseReferenceNumber,IS,1,
3818,"(3008,00A0)",Beam Limiting Device Leaf Pairs Sequence,BeamLimitingDeviceLeafPairsSequence,SQ,1,
3819,"(3008,00B0)",Recorded Wedge Sequence,RecordedWedgeSequence,SQ,1,
3820,"(3008,00C0)",Recorded Compensator Sequence,RecordedCompensatorSequence,SQ,1,
3821,"(3008,00D0)",Recorded Block Sequence,RecordedBlockSequence,SQ,1,
3822,"(3008,00E0)",Treatment Summary Measured Dose Reference Sequence,TreatmentSummaryMeasuredDoseReferenceSequence,SQ,1,
3823,"(3008,00F0)",Recorded Snout Sequence,RecordedSnoutSequence,SQ,1,
3824,"(3008,00F2)",Recorded Range Shifter Sequence,RecordedRangeShifterSequence,SQ,1,
3825,"(3008,00F4)",Recorded Lateral Spreading Device Sequence,RecordedLateralSpreadingDeviceSequence,SQ,1,
3826,"(3008,00F6)",Recorded Range Modulator Sequence,RecordedRangeModulatorSequence,SQ,1,
3827,"(3008,0100)",Recorded Source Sequence,RecordedSourceSequence,SQ,1,
3828,"(3008,0105)",Source Serial Number,SourceSerialNumber,LO,1,
3829,"(3008,0110)",Treatment Session Application Setup Sequence,TreatmentSessionApplicationSetupSequence,SQ,1,
3830,"(3008,0116)",Application Setup Check,ApplicationSetupCheck,CS,1,
3831,"(3008,0120)",Recorded Brachy Accessory Device Sequence,RecordedBrachyAccessoryDeviceSequence,SQ,1,
3832,"(3008,0122)",Referenced Brachy Accessory Device Number,ReferencedBrachyAccessoryDeviceNumber,IS,1,
3833,"(3008,0130)",Recorded Channel Sequence,RecordedChannelSequence,SQ,1,
3834,"(3008,0132)",Specified Channel Total Time,SpecifiedChannelTotalTime,DS,1,
3835,"(3008,0134)",Delivered Channel Total Time,DeliveredChannelTotalTime,DS,1,
3836,"(3008,0136)",Specified Number of Pulses,SpecifiedNumberOfPulses,IS,1,
3837,"(3008,0138)",Delivered Number of Pulses,DeliveredNumberOfPulses,IS,1,
3838,"(3008,013A)",Specified Pulse Repetition Interval,SpecifiedPulseRepetitionInterval,DS,1,
3839,"(3008,013C)",Delivered Pulse Repetition Interval,DeliveredPulseRepetitionInterval,DS,1,
3840,"(3008,0140)",Recorded Source Applicator Sequence,RecordedSourceApplicatorSequence,SQ,1,
3841,"(3008,0142)",Referenced Source Applicator Number,ReferencedSourceApplicatorNumber,IS,1,
3842,"(3008,0150)",Recorded Channel Shield Sequence,RecordedChannelShieldSequence,SQ,1,
3843,"(3008,0152)",Referenced Channel Shield Number,ReferencedChannelShieldNumber,IS,1,
3844,"(3008,0160)",Brachy Control Point Delivered Sequence,BrachyControlPointDeliveredSequence,SQ,1,
3845,"(3008,0162)",Safe Position Exit Date,SafePositionExitDate,DA,1,
3846,"(3008,0164)",Safe Position Exit Time,SafePositionExitTime,TM,1,
3847,"(3008,0166)",Safe Position Return Date,SafePositionReturnDate,DA,1,
3848,"(3008,0168)",Safe Position Return Time,SafePositionReturnTime,TM,1,
3849,"(3008,0171)",Pulse Specific Brachy Control Point Delivered Sequence,PulseSpecificBrachyControlPointDeliveredSequence,SQ,1,
3850,"(3008,0172)",Pulse Number,PulseNumber,US,1,
3851,"(3008,0173)",Brachy Pulse Control Point Delivered Sequence,BrachyPulseControlPointDeliveredSequence,SQ,1,
3852,"(3008,0200)",Current Treatment Status,CurrentTreatmentStatus,CS,1,
3853,"(3008,0202)",Treatment Status Comment,TreatmentStatusComment,ST,1,
3854,"(3008,0220)",Fraction Group Summary Sequence,FractionGroupSummarySequence,SQ,1,
3855,"(3008,0223)",Referenced Fraction Number,ReferencedFractionNumber,IS,1,
3856,"(3008,0224)",Fraction Group Type,FractionGroupType,CS,1,
3857,"(3008,0230)",Beam Stopper Position,BeamStopperPosition,CS,1,
3858,"(3008,0240)",Fraction Status Summary Sequence,FractionStatusSummarySequence,SQ,1,
3859,"(3008,0250)",Treatment Date,TreatmentDate,DA,1,
3860,"(3008,0251)",Treatment Time,TreatmentTime,TM,1,
3861,"(300A,0002)",RT Plan Label,RTPlanLabel,SH,1,
3862,"(300A,0003)",RT Plan Name,RTPlanName,LO,1,
3863,"(300A,0004)",RT Plan Description,RTPlanDescription,ST,1,
3864,"(300A,0006)",RT Plan Date,RTPlanDate,DA,1,
3865,"(300A,0007)",RT Plan Time,RTPlanTime,TM,1,
